arch,model,campaign,hardware_cohort,source_cohort,hidden_size,intermediate_size,num_experts,top_k,num_tokens,activation,status,source_us,export_us,source_over_export,official_us,official_export_us,official_over_export,source_directional_disagreement,source_endpoint_drift,official_directional_disagreement,official_endpoint_drift
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,11,swiglu,PASS,40.352,40.510999999999996,0.9960751400854089,41.695,40.510999999999996,1.0292266298042507,1.6654870188537174e-05,0.0007924126488869643,0.000397292676902139,0.0007905138339920903
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,12,swiglu,PASS,42.047000000000004,42.4,0.9916745283018868,42.656,42.4,1.0060377358490566,0.0007062129699260122,0.0007610350076104888,0.0006698813756177424,0.0007490636704120535
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,13,swiglu,PASS,43.871,43.776,1.0021701388888888,44.672000000000004,43.776,1.0204678362573099,3.908653873319068e-05,0.0007304601899196239,0.0007758788216332135,0.0006934657629240615
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,14,swiglu,PASS,45.471,45.344,1.0028008115737472,45.792,45.344,1.009880028228652,9.291666849486901e-06,0.00070473715506425,0.0006525271897234175,0.00070473715506425
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,15,swiglu,PASS,46.911,47.168,0.9945513907734057,47.072,47.168,0.9979647218453189,0.0007379743185820242,0.0006821282401092699,3.080471694705267e-05,0.0006585656016313557
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,16,swiglu,PASS,48.959,48.895,1.0013089272931792,48.544,48.895,0.9928213518764699,0.0006342961440817252,0.0006340116576337707,5.725878049089861e-05,0.0006381883685023793
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,17,swiglu,PASS,50.623000000000005,50.784000000000006,0.9968297101449275,50.239,50.784000000000006,0.9892682734719596,0.0006214438127051247,0.0006127450980393245,9.062141000748536e-05,0.0006170504986164893
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,18,swiglu,PASS,52.382999999999996,52.287,1.0018360204257273,51.231,52.287,0.9798037753170004,0.0005654991375988461,0.0012019460078221966,2.2420529760758257e-05,0.0006449469384566253
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,19,swiglu,PASS,54.207,54.271,0.998820732988152,52.351,54.271,0.9646219896445616,0.0005877297375441737,0.0005903296622207233,0.00014310232135406054,0.0006112586197016823
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,20,swiglu,PASS,55.80800000000001,55.68,1.0022988505747128,53.472,55.68,0.9603448275862069,0.0005668767689247511,0.00027822153614187606,0.00014640715359792722,0.0005797426690605789
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,21,swiglu,PASS,57.278999999999996,57.184,1.0016613038612199,54.432,57.184,0.9518746502518187,1.6033099357048997e-06,1.7467859139252973e-05,6.562957009781378e-05,0.0005970807345010432
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,22,swiglu,PASS,58.783,58.655,1.0021822521524166,55.614999999999995,58.655,0.948171511380104,0.0005131011494468041,0.0005276416122004246,0.00028390897938668225,0.0005753843387577007
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,23,swiglu,PASS,60.096,60.159,0.9989527751458634,56.608,60.159,0.9409730879835104,2.3564071209181137e-05,0.000549423105739022,0.0004895104690550989,0.0005649817263723156
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,24,swiglu,PASS,61.663000000000004,61.823,0.9974119664202643,57.216,61.823,0.9254808081134853,0.00022440914163412984,0.0005192107995846129,0.00039473662698430445,0.0005592938914620316
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,25,swiglu,PASS,63.487,63.583,0.9984901624648098,58.751999999999995,63.583,0.9240205715364169,1.535932185214861e-06,0.0009913141993957986,0.00027582967247119505,0.0009913141993957986
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,26,swiglu,PASS,65.056,65.183,0.9980516392310879,60.096,65.183,0.9219581792798734,2.1837033683524965e-06,0.0004762855869836491,0.0003258727369407355,0.0004753507628610931
sm_100a,Qwen3.5-35B-A3B,sm_100a_c03,sm_100a_gpu03,sm_100a_source02,2048,512,256,8,27,swiglu,PASS,66.944,66.943,1.0000149380816516,61.087,66.943,0.912522593848498,5.278399990871208e-06,0.000485252069786557,7.237554620787012e-05,0.000540496273851554
